diagnostics_Image-original_Mean,diagnostics_Mask-original_VoxelNum,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Variance,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,Type
0.30504574574692,6492768,0.0304347826086956,0.6130434782608696,936700.1957466924,0.4304347826086956,1.9080351521895915,0.197070841802508,0.30504574574692,0.3043478260869565,0.1637012557630766,0.3798265886995052,0.2615843414742654,936700.1957466924,0.0512153304848082,0.0169965560953461,6472272.438755243,0.9968433245659236,0.0142148761242544,6492768.0,80.92885006826056,80.92885006826056,80.92885006826056,0.0123700960176379,0.0123700960176379,0.0123700960176379,3850.0,4397104.053964543,4397104.053964543,4397104.053964543,5.160127770565911,1322.1858562244302,0.5075366951537951,0.0005929674370006,254004.10370867827,0.0003204673627662,0.0003204673627662,0.0003204673627662,42156036301824.0,42156036301824.0,42156036301824.0,0
0.4992746900389968,6785261,0.1217391304347826,0.8956521739130435,2359308.735217392,0.6521739130434783,1.426534202399107,0.2875030558724205,0.4992746900389968,0.4695652173913043,0.2544476914860873,0.5896701028271008,0.0187628436544178,2359308.735217392,0.0984356140545868,0.0167128540400913,6764253.608424643,0.9969039670581048,0.0139415612554434,6785261.0,80.93021933865182,80.93021933865182,80.93021933865182,0.0123696257062018,0.0123696257062018,0.0123696257062018,3946.0,4621399.030792625,4621399.030792625,4621399.030792625,5.079610531305463,1368.543242729519,0.5100823498820602,0.0005815546373234,260168.8854640817,0.0003126720174604,0.0003126720174604,0.0003126720174604,46039766838121.0,46039766838121.0,46039766838121.0,0
0.3645115138871444,5849088,0.1217391304347826,0.6,996510.7104347816,0.217391304347826,3.60370113677307,0.1457021267969084,0.3645115138871444,0.3608695652173913,0.0926175331520092,0.4127593384454295,0.5401800097063644,996510.7104347816,0.0375016277176108,0.0177539068480973,5829672.318643864,0.9966805626182856,0.0149483862215533,5849088.0,80.92517465970764,80.92517465970764,80.92517465970764,0.01237135833488,0.01237135833488,0.01237135833488,3647.5,3945578.692987868,3945578.692987868,3945578.692987868,5.201705207499229,1243.9528069093153,0.5057480581758822,0.0006236014913778,232166.53071455847,0.0003382590160646,0.0003382590160646,0.0003382590160646,34211830431744.0,34211830431744.0,34211830431744.0,0
0.3538937571453249,4171776,0.1391304347826087,0.6,646639.8312098299,0.2304347826086956,2.829589144875977,0.1355149387584216,0.3538937571453249,0.3478260869565217,0.0939316660014146,0.393704823456886,0.2205150545876595,646639.8312098299,0.0297626966667835,0.0211102454388263,4154858.425955756,0.9959447549330924,0.0182639030838168,4171776.0,80.90855213702748,80.90855213702748,80.90855213702748,0.0123770664497403,0.0123770664497403,0.0123770664497403,3179.5,3025225.139891484,3025225.139891484,3025225.139891484,4.2974946533971,1213.216914366596,0.5361445893764085,0.0007621454267918,132445.8517426644,0.0003880896877725,0.0003880896877725,0.0003880896877725,17403714994176.0,17403714994176.0,17403714994176.0,0
0.4206959806211352,3268608,0.0695652173913043,0.6826086956521739,728495.9317769374,0.2913043478260869,2.3392143349904737,0.1745862934221355,0.4206959806211352,0.4608695652173913,0.1265022611003972,0.4720979838798638,-0.3297811722077836,728495.9317769374,0.0458913982726538,0.0242517905970256,3253037.2459566887,0.9952362736543168,0.0214562874056105,3268608.0,80.8925352933114,80.8925352933114,80.8925352933114,0.0123825665766098,0.0123825665766098,0.0123825665766098,2927.5,2608395.4865488084,2608395.4865488084,2608395.4865488084,3.667893334871212,1254.5791698693313,0.571375652029037,0.0008956412026159,81725.51314810754,0.0004215742718183,0.0004215742718183,0.0004215742718183,10683798257664.0,10683798257664.0,10683798257664.0,0
0.4062416112624872,5065280,0.1826086956521739,0.691304347826087,1026947.3574480144,0.2434782608695652,2.8243545903213216,0.153314528705088,0.4062416112624872,0.3782608695652174,0.104824508608113,0.4502693259099434,0.1376257960108099,1026947.3574480144,0.037710219134253,0.0192941472591237,5046769.930172469,0.9963456966194304,0.0164569698965515,5065280.0,80.91761166213911,80.91761166213911,80.91761166213911,0.0123739549040322,0.0123739549040322,0.0123739549040322,3478.0,3610447.150528359,3610447.150528359,3610447.150528359,4.48810503769336,1295.2771188268275,0.5292812419294431,0.0006866352896582,168699.39208815806,0.0003547682868085,0.0003547682868085,0.0003547682868085,25657061478400.0,25657061478400.0,25657061478400.0,1
0.3770977719902934,3600640,0.1739130434782608,0.6,614141.3501323245,0.2217391304347826,2.9484351013143097,0.1351771006402083,0.3770977719902934,0.3652173913043478,0.0946796062847716,0.4129945482739135,0.1326778668241556,614141.3501323245,0.0283617672639306,0.0221609159886664,3585193.2588961963,0.9957100012487214,0.0193227188559356,3600640.0,80.90324497867046,80.90324497867046,80.90324497867046,0.0123788907006381,0.0123788907006381,0.0123788907006381,2903.5,2508624.737793852,2508624.737793852,2508624.737793852,4.606328763345218,1045.1848359597002,0.5199392497958409,0.0008063844205474,128252.17409906576,0.0004249627305049,0.0004249627305049,0.0004249627305049,12964608409600.0,12964608409600.0,12964608409600.0,0
0.2891504537635684,4122392,0.0652173913043478,0.6130434782608696,497326.7728733455,0.2391304347826087,2.5001956770734584,0.1581841310736089,0.2891504537635684,0.2304347826086956,0.1139734590227431,0.3473331831141323,0.6118987227881644,497326.7728733455,0.0370323551805179,0.0214921701766696,4105323.4660653328,0.9958595558271346,0.0186474814780872,4122392.0,80.90662702625077,80.90662702625077,80.90662702625077,0.0123777269586668,0.0123777269586668,0.0123777269586668,3208.0,3097852.643441665,3097852.643441665,3097852.643441665,4.051675206252679,1282.2974047229366,0.549753894019859,0.0007781889737802,119222.98146192412,0.0003846616385368,0.0003846616385368,0.0003846616385368,16994115801664.0,16994115801664.0,16994115801664.0,0
0.365321213885752,2956800,0.0391304347826087,0.6782608695652174,554618.2862381854,0.4043478260869566,1.95621580798077,0.197840227881675,0.365321213885752,0.3521739130434783,0.1578045388795615,0.4330979394567976,0.1445066606728683,554618.2862381854,0.0541142358467646,0.0257534699445105,2941694.7614393937,0.9948913560062884,0.0230104702503203,2956800.0,80.884733495671,80.884733495671,80.884733495671,0.0123852456860269,0.0123852456860269,0.0123852456860269,2840.5,2479685.445471349,2479685.445471349,2479685.445471349,3.422258971313403,1280.9473197781886,0.5881825507732211,0.0009606669372294,66043.59883285894,0.0004345377987856,0.0004345377987856,0.0004345377987856,8742666240000.0,8742666240000.0,8742666240000.0,1
0.2006596932804208,7103367,0.0,0.6217391304347826,726006.8264650287,0.4,2.3159440448936457,0.2179167498545791,0.2006596932804208,0.0347826086956521,0.1698426549847069,0.3196967530610376,0.8727633462683523,726006.8264650287,0.0619417014103776,0.0163424182105156,7081935.416433503,0.9969828978896208,0.0135859514439481,7103367.0,80.93200126081054,80.93200126081054,80.93200126081054,0.0123690138861934,0.0123690138861934,0.0123690138861934,4025.5,4806741.985466741,4806741.985466741,4806741.985466741,5.203312382235521,1380.446897708217,0.5071635732640613,0.0005667030860154,278708.21967267216,0.0003064946223804,0.0003064946223804,0.0003064946223804,50457822736689.0,50457822736689.0,50457822736689.0,1
