Column Name,Hospital 18 Mean,Hospital 18 Standard Deviation,Column Name,Hospital 22 Mean,Hospital 22 Standard Deviation,Column Name,Hospital 43 Mean,Hospital 43 Standard Deviation,Column Name,Hospital 45 Mean,Hospital 45 Standard Deviation,Column Name,Hospital 55 Mean,Hospital 55 Standard Deviation
original_glrlm_LowGrayLevelRunEmphasis,0.0963594552541286,0.02363043125992624,original_glrlm_LowGrayLevelRunEmphasis,0.10793293652151041,0.051249703397119754,original_glrlm_LowGrayLevelRunEmphasis,0.17605033952920465,0.0939372253160291,original_glrlm_LowGrayLevelRunEmphasis,0.13098816030486402,0.07123750143539909,original_glrlm_LowGrayLevelRunEmphasis,0.12463710480915449,0.06458544788142662
original_glszm_LowGrayLevelZoneEmphasis,0.0864488120173126,0.023752809849042322,original_glszm_LowGrayLevelZoneEmphasis,0.08710642751331388,0.049454975088302586,original_glszm_LowGrayLevelZoneEmphasis,0.16756696328597856,0.09375814394496394,original_glszm_LowGrayLevelZoneEmphasis,0.10035584700475876,0.06790929983689346,original_glszm_LowGrayLevelZoneEmphasis,0.09846461743655478,0.06831844869422612
original_firstorder_Minimum,0.07142857142857142,0.5682051943243241,original_firstorder_Minimum,0.0,0.0,original_firstorder_Minimum,0.0,0.0,original_firstorder_Minimum,0.10743801652892562,1.1818181818181832,original_firstorder_Minimum,0.10555555555555556,1.4161763857498684
original_glszm_SmallAreaLowGrayLevelEmphasis,0.050733098840477275,0.01590948312903414,original_glszm_SmallAreaLowGrayLevelEmphasis,0.04798803292457221,0.027643177804341147,original_glszm_SmallAreaLowGrayLevelEmphasis,0.09394046583540737,0.0514424670476028,original_glszm_SmallAreaLowGrayLevelEmphasis,0.05090143903954303,0.0376834059531876,original_glszm_SmallAreaLowGrayLevelEmphasis,0.05214149818715455,0.040452414547236484
original_glrlm_ShortRunLowGrayLevelEmphasis,0.03940418384140318,0.011787346583899566,original_glrlm_ShortRunLowGrayLevelEmphasis,0.03647066643081189,0.01949115855486013,original_glrlm_ShortRunLowGrayLevelEmphasis,0.06904838003844775,0.03551162359044818,original_glrlm_ShortRunLowGrayLevelEmphasis,0.034055552221403,0.027389614039781688,original_glrlm_ShortRunLowGrayLevelEmphasis,0.03951212580803373,0.02968436513856629
original_gldm_SmallDependenceEmphasis,0.027569923441801227,0.0058811983932203545,original_gldm_SmallDependenceEmphasis,0.019865380757276944,0.0040213293779721325,original_gldm_SmallDependenceEmphasis,0.022712325654206472,0.00605680550948258,original_gldm_SmallDependenceEmphasis,0.017319756672587974,0.0044237713013696,original_gldm_SmallDependenceEmphasis,0.017230898175976013,0.0031703304218535988
original_glszm_ZonePercentage,0.012966951105225293,0.005261354168715442,original_glszm_ZonePercentage,0.0064232656525083885,0.00350877561645747,original_glszm_ZonePercentage,0.008996714575660045,0.005055028034881707,original_glszm_ZonePercentage,0.0040764173823778635,0.003771555757637642,original_glszm_ZonePercentage,0.004259948019477923,0.0028009498816587808
original_ngtdm_Contrast,0.009348570834315546,0.0039283265111049945,original_ngtdm_Contrast,0.004833740649038392,0.0041872564673110825,original_ngtdm_Contrast,0.005019050523809229,0.0056952637815240025,original_ngtdm_Contrast,0.0027605753834261237,0.002600801535371675,original_ngtdm_Contrast,0.0028301184399776146,0.0024394973281039074
original_gldm_SmallDependenceLowGrayLevelEmphasis,0.004822812507277185,0.0016527249496673855,original_gldm_SmallDependenceLowGrayLevelEmphasis,0.004694318347811231,0.0024415956261771956,original_gldm_SmallDependenceLowGrayLevelEmphasis,0.007248312211406442,0.002789030991300162,original_gldm_SmallDependenceLowGrayLevelEmphasis,0.005631888268003509,0.00237044629027528,original_gldm_SmallDependenceLowGrayLevelEmphasis,0.00585082481795916,0.002069099510106771
original_ngtdm_Coarseness,1.495408310818898e-05,7.245573984145087e-06,original_ngtdm_Coarseness,1.9494819101411762e-05,9.523312046447326e-06,original_ngtdm_Coarseness,1.5715312139121927e-05,7.487055793775892e-06,original_ngtdm_Coarseness,3.255117906472002e-05,2.139408348892065e-05,original_ngtdm_Coarseness,3.331819510457532e-05,1.961850216332179e-05
original_glcm_Imc1,-0.7917106843314082,0.05526609406816889,original_glcm_Imc1,-0.8616281907464071,0.03808401947847646,original_glcm_Imc1,-0.8160240488800201,0.045408219283416575,original_glcm_Imc1,-0.8905542997892271,0.046217087197085345,original_glcm_Imc1,-0.8942784749977765,0.04207719054155623
