original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,Type
13.0,107.0,27056278204.0,2.358834762283198,56.0,2.275424488131468,230.0,31.05870572144569,51.72302150194452,45.0,0.0,230.0,24.26569271037275,63.228307001077,0.5414556310376051,27056278204.0,0.2158952599789016,1322.5478529318282,8.835646224649283,168.88578580618875,14.575845415813223,8.598742644765396,0.0591604962419339,0.986333698111534,0.049264041357842,0.2805423753648576,0.0567082578619305,0.9761417739958604,0.9760702356328406,0.9994424678561612,0.9955791574695476,-0.8718159242241127,0.9917840288154552,0.0468925371387534,2.5885808069789595,0.2007256047228306,2.661663027123487,0.9902471537924792,0.3137671241897655,5.17716161395792,2.6083077577122777,2.164475785251832,3.245300091753262,5064556.587870137,0.7483357252429367,1.37461264412854,1461127.3046748112,2.1646820888258738,8.8606917207466,75.61774265044859,641.2533214830313,31.91264514474009,0.4076633124787641,0.0182706642410801,0.1966497369211679,0.0061921899861194,58459.93364300627,0.1802514265100242,2.231452819952415,14.280450124985748,8002.7123589363955,33657.31295845112,5574.423178979639,0.20437518558661,6.654892121922447,52657.41211007463,0.1613309121429064,0.0479443346099743,7555.674592828853,0.3988595745953449,6.009788894755284,0.0746347844369442,6294.518338387596,0.1800800577441092,2.2488839082008627,14.67111060250615,239419364.04749092,1297528486.8494308,145111453.76010323,0.1978104624986879,9851.665331578646,0.2818465792635649,0.5478519629672394,8.149796704080023,0.1059292926430184,5.377888080610873,0.0051647812570185,239381875.71400025,2649.6899621076964,1.808207527867265e-05,1.9799229090169093,0.0029588738172926,0.0008748896958791,0
0.0,106.0,27337043254.0,2.390381454302068,54.0,2.71331937694925,230.0,30.561055389777383,60.30620147925867,64.0,0.0,230.0,27.646265180915204,70.82861643890358,-0.0366971484548244,27337043254.0,0.2042290109424231,1379.8549697923825,10.981518449584552,171.93116980018092,3.822177210585682,7.814852160078747,0.0615838779933694,0.9843619016556228,0.0488665620788837,0.2784484270539927,0.059172079787983,0.9764153056680456,0.9763408508172542,0.9994396720523542,0.9956254834437086,-0.8744687757254478,0.9923139836729754,0.0463216907410288,3.007191573285388,0.186268089491033,2.690090602254587,0.9949222883740116,0.2366413748224722,6.014383146570775,2.638161812064588,1.9691090095180288,3.268179887493222,4095341.250889302,0.7515468740621224,1.374341054707386,1112887.9940916272,1.9709909980103748,11.009355841280652,75.68295549304707,810.9871236522832,22.83184706077527,0.2898022278710236,0.0183789064512443,0.2330499828604929,0.0042002525360761,62800.69950426828,0.2430076763399493,1.4205643992760175,15.259863326520724,7554.697526361601,55392.04831506627,3535.7045204108226,0.1187416091301073,6.202953604038648,44076.57631215862,0.1695813368759645,0.0474694433107441,7098.617211155939,0.4095343543060515,6.451461648489769,0.0401330516407304,7053.863050139745,0.2375277991089923,1.4153071443904433,16.48398828164461,156729207.19109675,1645400531.4548943,51660123.337757535,0.0940986353568963,8179.510421928141,0.2754322127463428,0.5412378078193848,9.114651665439776,0.0507672405573378,5.101290376505112,0.0054497747932913,156695537.2087792,1451.9179872055445,1.8926016707520897e-05,2.404820624259544,0.0021384034904603,0.0012358232244635,0
0.0,96.0,17934905321.0,1.9787592082749883,68.0,2.329893421030726,230.0,33.451924878070294,36.31292451415556,24.0,0.0,230.0,27.558399156367607,52.60065411628956,0.6522914349684714,17934905321.0,0.3190851374489746,1448.2003266907716,6.442014166709315,160.5207195741118,18.136146376190823,7.488708039850552,0.0205070165631943,0.994538234570324,0.012578370906413,0.0927802367543667,0.0203430463249866,0.994237169132581,0.9941602749485732,0.999830436170138,0.998897814411434,-0.9541987573834724,0.988487154974052,0.0107919556486563,2.138916516592686,0.3156680493905118,2.069969499526518,0.9981217953196836,0.503369894573245,4.277833033185372,2.0529108755075707,1.8773037641034365,2.252484372160516,6043769.966132047,0.9323760892480244,0.331338218728989,2068346.8748201977,1.876987543368307,6.449207789555139,79.6330531573332,503.81867078589767,45.6338056015282,0.5667305831237138,0.0132384455459731,0.0920610296448133,0.0071418228182162,16821.242846004192,0.2198150598757934,1.8388253896627167,13.620922398443538,68649.77855830586,258169.9981751044,53553.41077189221,0.1939075863349425,7.676816613781452,6341.0327412506695,0.0802469550015732,0.0118561207482248,60693.926965486695,0.258508388179532,3.664213537004408,0.0328623820877648,1173.0103347562344,0.263538605876485,1.185222286904394,15.480790833520556,1852745720.3747475,7325694979.170748,1352656039.024692,0.1058457525150403,433.1330038193664,0.0973113915568111,0.2724131056150407,4.28193295254443,0.0288829770154298,6.2024662022682095,0.0006866584923811,1850624829.084048,1029.6366705564392,8.999433115449679e-05,0.2736637859515042,0.0010309671709821,0.0027704499306693,0
20.0,96.0,32048518086.0,2.241692931424093,50.0,2.02539457091815,230.0,24.40602472013238,57.15167904079195,56.0,0.0,230.0,20.23317372753888,63.79587419852368,0.2401202629807018,32048518086.0,0.2241966139322125,803.5991475721614,9.17415763601,72.62400483544846,1.4153215632439955,5.876285853659939,0.0403201876570931,0.9863699107555196,0.0402262856222549,0.2430219299771401,0.038684261940624,0.9798962469384972,0.9798949594440348,0.9996009633176416,0.996343669770152,-0.8802385637138783,0.9902650258517104,0.0401942535545484,2.777618788325552,0.2075233885904107,2.5090988969957606,0.9899384611440056,0.2419784988291368,5.555237576651104,2.4687463856575693,1.4791515103292583,3.04812989236981,6128400.692370153,0.7782594203324446,1.1398649765485376,1765435.3396227518,1.4810086471727948,9.199143665829531,76.38290780768699,687.8924543234259,22.812849174622308,0.2909472917730579,0.016833686563769,0.1717256894718089,0.0042794201352569,76033.38820272035,0.2373155213439437,1.3158097397493531,12.447554718034652,6312.470537078349,42143.711292634034,2826.3133980017265,0.1623129307188288,6.808489797878665,41045.90959597433,0.1273071007766861,0.0407156534208665,5687.9130659607645,0.3496973913375403,4.54765366627458,0.0521628734088774,6929.501838172136,0.2380863026343286,1.3159557515586762,13.207730630475863,299011903.7319361,2779822183.9753995,64906052.564301856,0.148991200442841,7672.304243257172,0.2636077733467504,0.5288258408662981,7.088997247963127,0.0772753319410603,5.187682976945909,0.0036961095668852,298938703.8591653,3611.946148946879,1.4617303263589372e-05,1.051743295214301,0.0028346850264121,0.0005254061916156,0
10.0,100.0,31973319088.0,2.226964307513005,62.0,2.317000036099161,230.0,32.415557700930314,46.95892351401876,35.0,0.0,230.0,26.01666139838289,59.88307007116127,0.6420952976211971,31973319088.0,0.2584686272630922,1380.8415835521491,7.95501843111539,178.83626109199668,17.739196831387716,8.792718357916218,0.0866627168613904,0.9804800342892652,0.0800777134498298,0.4028009233375935,0.0802244072834345,0.9605679433228148,0.9604900781366588,0.999156234484387,0.992761236692936,-0.8139537565609415,0.986582228334098,0.0780519728249477,2.403852004891345,0.2373882376944008,2.641449613334116,0.9877667796009252,0.4142086769176626,4.807704009782691,2.5575164530846246,2.219845268694402,3.386979640721284,5501127.874507694,0.6169814879022055,2.2723265368878334,2304556.940528674,2.2200186590989617,7.997513962232325,72.29272079707535,511.3794804421078,38.366487711895374,0.4903143887331482,0.0251198700215471,0.3317285818136973,0.0077741494830094,141368.47531466986,0.2007032475371492,1.928010111386723,15.818251117647316,6368.360995133444,12027.25452134417,5751.307219911777,0.1533485453887393,5.8783133037265625,153839.09056761675,0.2178740420084852,0.0790226291570979,6206.571198491407,0.4758433209133926,7.97480055234343,0.0659558043021355,21095.72983964784,0.1963288367688326,2.337873830660547,18.95982354747745,139903654.75748014,540794194.9772455,104590505.21088883,0.1308070803741748,38627.52613749523,0.3594896849493744,0.6227457482673926,12.519291373143812,0.0767058893630887,4.8876464770755375,0.0120512155632289,139896769.21296617,4205.062806783724,9.526356794685778e-06,3.848479216310257,0.0039126315840579,0.0005672849767336,1
0.0,82.0,14285511585.0,1.5006894013653935,43.0,4.5669399286577255,230.0,26.087492584382776,24.61594337232439,16.0,0.0,230.0,17.94153736680193,40.70913248382372,1.381522188487544,14285511585.0,0.497370907800009,1051.288799476031,4.181665575856275,167.66761943040098,21.335334601566977,5.416238100287551,0.0382596958805457,0.9859715147408225,0.0266149929490162,0.1719068662225323,0.0375440542831144,0.9874044971707184,0.9873617626859654,0.9996691878925572,0.9976409226347308,-0.8983521230828376,0.9656934948749982,0.0246281177104523,1.6843903838822518,0.4917507434116898,1.6535519944225896,0.9948279961612352,0.6824189050083918,3.368780767764504,1.6255752226325286,1.363624449042024,1.952691825588401,7424913.73268604,0.8613493089503922,0.7805594430024309,4287384.972843226,1.3635253592724812,4.200025034523978,78.15586856573292,304.3029398976531,58.36507289380421,0.7269224814611578,0.0157869168637104,0.0996643573952595,0.0095122182107937,47358.35000452136,0.2160336623337075,1.7408285816915656,12.737047042381352,41390.8214709114,59287.32294559533,39715.648653059645,0.178468942053502,6.455283127303463,37002.15802859476,0.1685655896952384,0.0254595482463304,39806.36984895873,0.4144865087878284,5.682075617140175,0.0618566527539164,5842.193384322708,0.2268196367714682,1.875938868684076,14.34363474007066,1407933435.513375,1991583152.974376,1350961977.4768002,0.1475786552245621,8519.431571999845,0.3307617957060156,0.5961387353804208,8.775064433615714,0.0860024066091307,4.888256713171388,0.0029880177668554,1407821431.483426,1581.688254603042,3.38747324676866e-05,1.0884889122492762,0.0010061991737066,0.0016319188203243,0
0.0,172.0,93876073093.0,2.98010803897222,76.0,2.2276367457237485,230.0,45.84799962152733,89.55143005244109,81.0,0.0,230.0,38.72262177690369,105.37914190288788,0.1664245078681479,93876073093.0,0.1371632043824036,3085.3049237517303,21.8705412180574,744.9331024624701,23.37834484213264,18.50212909783707,0.1055840157550367,0.988651142686414,0.0799657986089754,0.3961481071173986,0.0990733766487648,0.9615798791320652,0.9614891427628623,0.9990577334222224,0.9928642079818588,-0.8506515195174835,0.996842515220899,0.0756279343517606,4.155887948836369,0.119503532847957,3.425270554589291,0.9918125828031574,0.2026630043900981,8.311775897672739,3.3404717822581915,4.651928278398026,4.250902019130468,5196283.297490938,0.614677366093867,1.9434955587470093,1159533.2889706206,4.654677735269528,21.91248895746655,72.25810191921242,1509.9646518272052,15.981217510297109,0.2062888033307004,0.0197376636991431,0.5012448833295859,0.003081906800989,89767.71589120879,0.1383023352273842,3.86526527914687,30.409416837922286,2477.046250562728,23373.39791182969,1254.0801196057027,0.0819899220674146,7.12318718204921,85843.19675192043,0.1303718286198346,0.0768274357806,2298.998885499882,0.3409396984982464,10.727518236306134,0.0222864687464632,7192.403202958999,0.1415047454741284,3.830147848814162,31.70941213504368,79793658.27382545,1336732135.6802945,28246700.36339496,0.0648088360733405,9578.88817187377,0.1884569168937155,0.4341439492039337,13.887344263011382,0.0280348396620881,6.401356753092688,0.0060125322995582,79765996.17330685,3077.556117594271,1.2329967198485897e-05,2.8089255657279644,0.0081050398912116,0.0004443116597506,1
0.0,105.0,20547825308.0,2.3383112609954666,56.0,2.095864257921366,230.0,33.71348848400105,51.3768210445313,39.0,0.0,230.0,28.33894417183196,64.50642776013083,0.3315063470100095,20547825308.0,0.2222143053968786,1521.5014817311835,9.40584211139067,148.22563002632802,12.275862320204672,8.127686625575432,0.0612722881597389,0.9850352350968689,0.0521291576772098,0.2931978630723137,0.0585332331936157,0.9746164639927491,0.9745566358639468,0.999422363168066,0.9953128968673484,-0.8759178102548217,0.9916436116096472,0.0500708748624914,2.718315351672841,0.2083713024611398,2.628585172938174,0.9965377747609389,0.3305226897445061,5.436630703345684,2.5732684110071,2.047239728433793,3.176683027733851,3633747.2183155455,0.7358593828224512,1.4879446882210396,1097316.4614803265,2.0478672642185205,9.430619064012474,75.28949190984386,662.818183511877,26.621303487069643,0.3358077847061053,0.0191185828853279,0.2417345412946339,0.004705450486307,62812.5000530273,0.2489799122436005,1.3899764872721971,17.78558145719755,8330.368998981532,35755.6024684395,4006.874921611475,0.0990333466793051,6.074192923753064,45053.861211471245,0.1777907292613825,0.0511521637876916,7939.576107775893,0.4224537443572022,7.888367134362949,0.0311547600901393,7422.776562448523,0.2445483663047646,1.3076715933372696,18.658122755576056,132881520.31179784,910133061.5524,55970198.574415855,0.0754233298853682,8740.292854083616,0.2879548266755713,0.5543862616891295,10.509308055999544,0.0416387363955784,5.005847133715537,0.0061466960976893,132855052.59268324,1240.561642658166,2.6491102405468905e-05,2.339970459384745,0.002368555990923,0.0014039999917622,0
0.0,85.0,23718962864.0,2.0682858517470235,51.0,2.326325876721912,230.0,26.935519051949925,40.89630269882204,36.0,0.0,230.0,22.719928797816767,51.64641830579514,0.4615015503466796,23718962864.0,0.2692985749245939,994.8449493834928,6.3223514896765485,81.85528762363728,8.911626593487409,5.872592328175343,0.0733218218517396,0.9753369641471792,0.0680889381367323,0.3573799973310759,0.0686591723838873,0.9663941499668413,0.9663573989782596,0.9992865736184252,0.9938418028040192,-0.8192415682881456,0.9829643666378546,0.0667630067514237,2.207381659389675,0.2465406313310036,2.442033708012988,0.9855934822379776,0.3916890486404721,4.414763318779351,2.3723162572223795,1.4864785375067706,3.1423604214031298,5905017.65924386,0.6640578615043559,1.9430352738081107,2394690.180967765,1.487080053573776,6.359457999955917,73.51472843319699,429.6353339127094,37.88312997479832,0.4842480027466153,0.0220149457342266,0.1953848983760622,0.0076453644878463,145559.02407252698,0.2425635333168534,1.3131518742742312,11.48219780649693,7427.878828910429,14537.381511491822,6430.221351653658,0.1784660365968351,5.792675809334218,121378.13743479416,0.2013468619043223,0.067499311765968,7204.868032960176,0.4533644184849366,5.383091957742807,0.0774849562389514,18279.08798676508,0.2326175615521135,1.4826574437095814,12.175757190124711,165509162.1339272,759447237.6265589,106008877.8735038,0.1744484496532557,24724.59121913973,0.3146422909027708,0.5808431679232984,7.255268493281401,0.0984266253843994,4.918809225285205,0.0088368350051122,165496356.3400382,5064.829221537658,9.043479037545049e-06,2.950789595118855,0.0028106290322057,0.0005228024970667,0
0.0,162.0,65883619745.0,1.94455887669464,129.0,1.534107129063711,230.0,64.56536243631267,56.74153889268243,0.0,0.0,230.0,56.34832746745104,89.24827777121143,0.5508240185628337,65883619745.0,0.3724657749269888,4745.652849217521,15.78796181596473,1051.801783005747,77.45506613857414,25.71208402224356,0.0516142029546392,0.9959932933896452,0.0357010806859979,0.2151442745212957,0.0503296778880182,0.9832510078804904,0.9831814503705664,0.999542250102952,0.996842852897743,-0.9026426311733702,0.9849562669097462,0.0325726936197577,3.061510127524313,0.3661741006096792,2.134461921968004,0.9986624529658354,0.566645771553118,6.123020255048626,2.09695817476226,6.44092455629955,2.5095182095195825,6778641.423277578,0.8195300785839718,1.046456564155203,3080804.4715524963,6.440068869795619,15.807246218766986,77.27724431823677,1148.996790255938,47.12189201326437,0.5846281101420591,0.0176021343568381,0.3984342225871941,0.0074261526244053,54109.098484690265,0.1948250499163936,2.371284151279699,35.53159356913032,24986.649868897963,163233.51688187703,21675.347823942247,0.0599277391000707,6.175723375913945,55771.18921932469,0.1999763615227226,0.0336219451273887,24087.3497805879,0.4550575622407393,17.048224289610143,0.0159024713082839,9979.827394636017,0.2389805410592915,1.880047706929581,39.60541187739464,340212558.53979886,3556749094.842265,265723834.26449284,0.0319056196847708,14238.676436781609,0.3409644740608623,0.6059876253469721,24.75483940132433,0.0187932543978559,4.718310580136087,0.0050487367519019,340173327.0729207,878.3768007777827,3.001943430414526e-05,1.3160342770174018,0.0050950715509294,0.0014018670416498,0
