original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,Type
0.0,125.0,16435653378.0,2.5541953830191826,57.0,2.948006873554549,230.0,34.74570464120472,57.52932895531401,53.0,0.0,230.0,27.62534054221955,71.89732066513663,0.6956462055131635,16435653378.0,0.1918493324484803,1859.6010287767524,11.113165942869047,366.2728381869647,29.88908287979385,10.835854863114088,0.1316950356099241,0.975983690367886,0.0787241089358478,0.3852797317801588,0.1254636569705252,0.9637342697759208,0.963575144524311,0.9989241502410616,0.9931132893904332,-0.8345320439792229,0.992928969291932,0.0702961448736268,2.904673109962295,0.1698325727114052,2.976801185449656,0.9875873156131364,0.2288597399402383,5.80934621992459,2.893958274246498,2.741887474681004,3.747413329400473,2085588.0883856684,0.6559443212766922,2.128598647882513,609988.7895065922,2.744201004185027,11.17579666113124,73.03806863929147,774.6813440393519,24.46094226353028,0.3275926886509602,0.0232665030266698,0.3127708776151464,0.0070016306741841,35049.38591467911,0.1522579909622301,3.903266417521624,16.382924956569,2366.381162910674,14364.902928974756,1129.0126464065245,0.2617150266279737,6.586892330493347,48354.78836251134,0.2103558503630116,0.072402988501409,2173.0679335127043,0.4719835007995983,7.629804359330699,0.127835134948699,4397.187004413189,0.1577692585272573,4.093655202379807,16.29259804097449,34323933.61465322,260168488.15180653,16472773.310436787,0.2717051143708652,11225.155932689891,0.4027539712493234,0.6596666340993684,10.272697634779783,0.1831397748051647,4.917934641442446,0.0087657885466988,34310919.398378745,1989.334137209598,2.5170699455161533e-05,3.0669577241636565,0.0059947110053423,0.0010993253308683,0
0.0,74.0,11581887952.0,1.7671210098756862,53.0,2.682075780878608,230.0,25.563653604751817,29.17134946666745,21.0,0.0,230.0,20.316780195369624,41.85887990027282,0.7896455512978973,11581887952.0,0.3657550098730368,901.1981967990248,4.566610098410668,67.04798209580353,10.343243282627526,4.65777911813152,0.0675015207554939,0.9714298875177432,0.0590639606761781,0.3218032096667741,0.0639833609864611,0.9711130576944884,0.9710599884560184,0.9993566115020386,0.9946792902678858,-0.8091809574426105,0.9709338147683086,0.0571340583796492,1.849064810056776,0.3413516627639232,2.1049378635822684,0.9761960482874718,0.5314918367301991,3.698129620113549,2.043330919889174,1.1813201597217533,2.758763055031644,4645897.706738127,0.7028545975339832,1.6698137553634036,2417655.6112161786,1.1810513422897069,4.598260434390649,74.5238664934151,320.5392477898397,47.646429894469584,0.6133423004270775,0.0201361556392041,0.1209435313584338,0.0099641387143217,93024.6092301364,0.2424363121563417,1.385554104770499,8.056513429110453,9225.261804115598,14102.138865739194,8541.948380594782,0.3134795520521403,6.020440438979392,68971.18928544465,0.1787438351594539,0.0580676806694542,8921.554657772507,0.4252428748367549,3.5524599318874337,0.1310865716650833,11275.832367160328,0.2466657705064276,1.4510233569824542,8.077483429221447,315303891.56600964,583588134.657931,280672641.42711645,0.3122072147282394,13940.107912410036,0.3049484372587674,0.5712872347482988,4.674917933675452,0.1734709001381992,4.914840481031469,0.0069156908406468,315282982.778002,3790.566235210613,1.1506608075639925e-05,3.7011048960941233,0.0015442612095022,0.0011706035826472,0
35.0,172.0,59816290845.0,2.8934953861658794,66.0,2.324517770660788,230.0,38.474612688595336,112.30285805639276,114.0,0.0,230.0,28.21398485263289,121.76196563879638,-0.2443893249615422,59816290845.0,0.1483159838326304,2214.0443485891283,28.65181377306444,474.0918148900781,-12.547259425330145,14.148248403464631,0.1564312844029944,0.9781279203612778,0.1201962743408577,0.5245229235820782,0.141945047675532,0.9419045165815114,0.941829766075625,0.9986138979802616,0.989254121775596,-0.7890213354623163,0.99477648499401,0.1149653289563685,5.015362304594364,0.11667058584624,3.50309575781511,0.9918725664272338,0.1820607281910656,10.030724609188724,3.3803899580079264,3.5761699219669065,4.584705218909174,1990984.0117777404,0.4934823157364719,3.149392320317705,598389.7357317774,3.5799103644794874,28.72559758684962,68.26252676871827,1907.7849438352632,6.774109968366636,0.0965020258689569,0.0303928160483592,0.9460727535584504,0.0027162489952214,78484.47512610625,0.167281639342204,3.2236520209238155,32.91282668512192,910.8120301848094,23096.332093762965,90.72672165066162,0.082203374476863,6.125971255067165,112053.7036367418,0.2384788737441133,0.1163411251784581,836.436612297841,0.5010619121184321,16.541905985531564,0.0421996978405431,10426.984372003835,0.1666184782998375,3.2822084097966617,33.35441035474592,23125419.53106424,754840544.689821,1156979.4690354252,0.0816524245564317,22634.939437519974,0.3616960600434639,0.6242721734230878,20.35622866220752,0.0526974445873213,5.1491063719167,0.0155109850888324,23121263.09370902,1521.3731249643504,1.3956647641096928e-05,4.5656501464826,0.0095641516802746,0.0004975021986051,0
54.0,152.0,114426319476.0,2.5794416969887592,52.0,3.175283737738462,230.0,31.289126843755334,106.15420495298444,110.0,0.0,230.0,22.02184194158768,113.09581940796654,-0.6858650227988149,114426319476.0,0.1891696288684348,1521.9491383591535,25.176362073079936,261.29878050439453,-16.97777148536985,9.584681950682985,0.1512215124734987,0.9689347432412831,0.1485263144870606,0.6083983595985767,0.1290777323347692,0.926047015516367,0.9259868371746308,0.9985066449227872,0.9865157969200188,-0.7246833420807416,0.9880062044109884,0.147344933898356,4.776818686700699,0.1394206343306882,3.289275323801817,0.9852396428429192,0.2134702830541714,9.5536373734014,3.1376371072416025,2.4339758657891206,4.551186736494309,3408449.743960847,0.3809992044517423,3.5770783406337303,1692326.822596956,2.4356223353063857,25.25199067614076,64.65034588888699,1549.9988750381312,7.133795178645251,0.0987500483515459,0.0344012120444945,0.9950421476541988,0.0023414372734853,283800.39177119994,0.2142396259434706,1.833032782272963,30.37122018563295,538.8889432793726,8778.73707517105,117.99856060899968,0.052864171164454,5.721165080332331,291074.1591082163,0.2188837542220135,0.1481326571936918,492.8089635699829,0.4743958933195178,14.66328057620236,0.0247815599121749,37566.76066410677,0.206662856143795,1.923118435713808,31.011260988678497,33817453.295035705,859977678.3362123,2533461.705603469,0.0493163527370998,58299.27885662732,0.3207169121490352,0.5867677569321024,18.4049788444752,0.0284855621213886,5.08741477730315,0.0203192884124344,33815031.24555905,4568.203953703021,3.90848567346812e-06,6.208650204848591,0.0080289329578862,0.0001689266701889,1
0.0,177.0,81640962838.0,3.0479889058419483,112.0,1.848193017015959,230.0,56.74040856671447,91.80527473028452,95.0,0.0,230.0,50.60689337144336,112.13446530239294,0.1692480381302345,81640962838.0,0.1325878176653946,4145.92984035055,24.1200290431721,1119.1019138814822,25.347584970582027,24.976114455662728,0.1199420323668754,0.990441130252988,0.0796695477763759,0.3926112876211547,0.1134828943121109,0.962667419169326,0.962506885887753,0.9989762200952363,0.9929676750111054,-0.85688134032052,0.9972927053454634,0.0726039157217669,4.231546480257368,0.1166346656777306,3.484391444670911,0.994280722451093,0.1820810624348003,8.463092960514736,3.3975186304502896,6.2740141220074,4.281872309996032,4089520.6652675713,0.6298578149207813,1.9583816899976407,860861.9397277094,6.276620701307595,24.17193699205023,72.60141498972395,1677.446571785716,19.846573323750984,0.2573664618815769,0.0205382114846936,0.5992809919666924,0.003968741936645,65799.74158658729,0.1366430621604764,4.7731125437107735,33.79528181622108,2765.86426845494,32523.4641433904,1428.0118714148518,0.1161998370296003,7.224653735608457,64902.69764816752,0.1353844972378403,0.074382374358671,2575.4386678372166,0.363122022400997,13.596391840759008,0.0327407530603609,5763.95680705191,0.1411350834243856,4.508617187327628,37.58660626836435,81396298.97869736,1180486591.873286,36295643.42476577,0.0899480236609371,11082.27541625857,0.2713583598496222,0.5374982156043229,20.98738540956777,0.0435994233041574,5.999748935571875,0.0062900753576902,81371024.14521648,2074.431740445689,1.6988935374908507e-05,2.704829026348945,0.0109512996291072,0.0006331679666231,0
0.0,74.0,11388174886.0,1.780617519862256,48.0,2.670492096617524,230.0,24.5383881607928,29.48642742736484,22.0,0.0,230.0,19.641590338482526,41.37319742505864,0.7938783427270112,11388174886.0,0.3546341646189297,842.2920627436271,4.491211267430139,59.74238020708934,9.542198632877334,4.417348219915771,0.0629507737782572,0.9718990054449272,0.0589399713278558,0.3225923348053648,0.0594484345472305,0.9708495220653472,0.9708182371703024,0.9993880568639,0.9946653162230468,-0.8106318671732025,0.9717101850960442,0.057947583803169,1.8446170013116248,0.3311956178075575,2.118175261077009,0.9773049189797608,0.5137996412525376,3.6892340026232495,2.0575151008105177,1.1200747484235063,2.7678946210934754,4644847.119664643,0.6981608109911479,1.6661475604949303,2359372.5859897886,1.1200445393791658,4.521503309195764,74.43175234661902,311.49034011245493,46.87989272973416,0.6015087859613688,0.0199213891108325,0.1212533536805802,0.0095938950851583,96257.5285190815,0.2464755026757634,1.2629212888645842,8.367554135767445,8703.59215138806,12844.7615067173,8039.00978415981,0.2810592387193731,6.034286000432395,67042.08500563528,0.1706613610818006,0.0587155282087294,8406.529813295612,0.413148277860264,3.565752035808511,0.116715413063039,10351.683970221093,0.2328261615847842,1.4704653516767427,8.676817885337712,306334427.61525834,577236870.6493106,271319046.14164376,0.2935672972269926,12822.144688603496,0.2883908299094374,0.5551417427046784,4.86975856396075,0.161455648058465,5.098450218230256,0.0066828739499436,306312036.61677045,3675.788350359295,1.2027429462333024e-05,3.6359471049133503,0.0014629336156163,0.0011627624837098,0
0.0,107.0,27036899343.0,1.965826741448116,61.0,3.165181387688507,230.0,36.94400064711884,32.99369481325712,1.0,0.0,230.0,26.91857576643504,54.99297994675839,1.1496957731176656,27036899343.0,0.3784037558275471,1935.643945994222,6.915905005444165,384.1721319960921,43.64583784166518,10.182978660165436,0.0346976515811841,0.9932084030042512,0.0274829735857449,0.1787503148535588,0.0339313669420202,0.9868228256029878,0.9867607103865772,0.9996786200822352,0.9975430693426564,-0.912607708055585,0.9860786592731844,0.0256873331645956,2.0925665411634804,0.3731257114604136,2.137973001997297,0.996031870221186,0.5834785712481538,4.185133082326962,2.107052467791372,2.5544190779366547,2.467338438976207,7633056.789007058,0.8537999338941464,0.7910711565240482,3382967.4174738536,2.554081851428174,6.931698526862116,78.00730998534692,505.8456735383273,50.95181611873736,0.6345826425353798,0.0155723137784668,0.1498064948375518,0.0082381153401563,39173.51725969553,0.1650168564621761,2.714169514839349,18.757215685067138,33060.81429006488,61728.947142831326,30900.994186881777,0.1471345620041117,7.149295109245667,33097.75133798913,0.13909194479218,0.0265903625239091,31592.246395706068,0.3736778914337674,7.756254412336875,0.043348775920391,4134.988347547074,0.1745752067696983,2.451818886675383,20.55686903656168,662536393.5745165,1646507866.6631763,588863064.0319947,0.1103910664785521,7227.900954150131,0.3051549841319822,0.5717241786288566,11.636310549606536,0.0642431018909229,5.409442426102645,0.0026494110804129,662393930.8310747,1383.212008740327,3.750671673414359e-05,1.2038080105932432,0.0015416516067168,0.0018462679959325,0
0.0,79.0,15820283461.0,1.7755070124575294,46.0,3.8189378473408544,230.0,27.96502863627404,26.92916656502351,9.0,0.0,230.0,21.06273450736708,43.17840998886005,1.1736429439356957,15820283461.0,0.3871931467120469,1139.1950772793098,4.7951306391619255,159.99317545740217,19.880791265254043,5.723933932538795,0.0501055805722229,0.9826446236759022,0.0414183640566115,0.2458774861905619,0.0483776471001207,0.9798081489528342,0.9797807531925254,0.999540452730707,0.996279387721574,-0.8626963060690211,0.9763535175653604,0.0400023377757043,1.8375727279969472,0.3737520637943143,2.0195071431948444,0.9884485542122255,0.5702189765688034,3.675145455993894,1.9771973320703704,1.4435098782777545,2.49147791616555,6650776.70301367,0.7837749835059581,1.2347760477975376,3285554.162752197,1.443629143932051,4.819767301403124,76.47725438329475,340.5890435868237,50.86291641784488,0.6416861962371997,0.0182734279192558,0.1271646824485581,0.0093993657449604,71785.67207205408,0.2078038958009343,1.7646748022752148,11.040806171332497,19965.39378410771,30875.029726036875,18269.38756232205,0.2468181042846806,6.125094948224093,66510.08363658871,0.1915815551330213,0.0407197207399998,19349.867826245747,0.4430616442715185,5.006522688814668,0.1082725998714944,10137.34830165748,0.2124206001646477,1.9101963392352568,11.313287094273202,299955825.4125474,639477967.0275967,259419043.19389892,0.2601259396306645,14735.344362257192,0.3087681906472181,0.5749733169773571,6.722560280183822,0.1441146088950975,5.033851936103629,0.0056240188489422,299924209.4458904,2895.591674725028,1.626881833606573e-05,2.3269768906003403,0.0013268062160989,0.001316886441535,0
0.0,69.0,11028824958.0,1.4373203436566708,35.0,3.80050893619437,230.0,24.55621303945311,19.8713687179354,0.0,0.0,230.0,16.76191735335136,35.76914594898245,1.3660223706353083,11028824958.0,0.5099488826815843,884.5605071954645,3.5942026839765706,81.94044979358334,13.783855790349108,4.18216665121575,0.0500573173105891,0.9763449899831994,0.0452011344812924,0.2640075547723282,0.0479903887022144,0.9777780921204904,0.9777472091186868,0.9995180044976886,0.9959191974595364,-0.8278407165255983,0.9525830714044814,0.0440684774756057,1.6003672522478287,0.4964293849055223,1.6852370175553948,0.98330074281402,0.6873837074512777,3.200734504495657,1.6383567188707673,1.0580559921315849,2.1518596876116898,6586759.794538947,0.7641167563028239,1.3108706574361426,4395808.323807995,1.0577277189974743,3.618036736481821,75.99072052097796,244.90828524415505,58.57073527461088,0.7377837082025449,0.0181312083589843,0.1009381228591932,0.0105698722804248,92319.81215779998,0.2393443488352006,1.3591897658889789,9.649096772265082,22302.219480063835,24715.40102149764,21977.63758204955,0.2383084416238016,6.016453823540828,65840.64185366756,0.1694937434972033,0.0447812008126127,21785.88992414165,0.4116732341410201,4.084869438142635,0.0986893785459024,9861.296143749434,0.2231668358773747,1.538311035210869,9.456775595184212,819932702.1994207,1016638975.1566488,796767161.3785974,0.2722415009740842,12705.160722368064,0.2875251362896728,0.5542664697642316,5.319761078237364,0.1480557350736947,5.15426755563333,0.0051261610079516,819894646.8674941,2968.5822237077846,1.5757136720034303e-05,2.63687867291742,0.0010590633750906,0.0012624790832165,0
0.0,144.0,27862194194.0,2.7797598499473923,76.0,2.546171238566292,230.0,41.39121395086934,69.7402028384989,69.0,0.0,230.0,34.573681190064335,86.29257081067279,0.4693041007633488,27862194194.0,0.1649212731241425,2582.711885160008,15.15235422629586,626.0586929876138,34.652599388858945,15.621493578881246,0.1807292541111054,0.9771251807037348,0.1231846906133769,0.5321304476276407,0.1654552099979799,0.9417813621346576,0.9415970694267346,0.9984575153681976,0.9890951120437166,-0.7907622034829358,0.9938075061511504,0.1139265927893396,3.360381318616492,0.138400356074399,3.361415409118492,0.9887740339432018,0.2464028651110622,6.720762637232982,3.23111189550946,3.950555708248088,4.353330393421841,1826775.86519001,0.4882213480705033,3.012629253958288,617085.2679635118,3.954451709871262,15.240220210300356,68.15273661997126,921.985886346726,24.661726841076028,0.3203807700732778,0.0281983597707115,0.5801697261485456,0.0054215481699851,68074.67611963872,0.1567331342728994,3.3006703702258244,24.397716236978244,1478.7732702831067,5608.7689222876,1125.377662659012,0.0991934357286634,6.316770242849491,87470.38961682506,0.2012418789183436,0.1161322298765052,1403.4551939601886,0.4551891932571766,11.36115949954598,0.0398259249282725,7468.079662167897,0.1584772018964412,3.4440474654003914,24.803964009846364,23133566.27688651,203372243.12136063,11681117.798755417,0.0887386829364314,16219.891350479586,0.3441959797657157,0.6091551174248304,15.098659180358949,0.0544018678268518,5.382496284591984,0.0125942887931034,23127261.7470458,2368.4439245752933,1.698287356786195e-05,4.739416319904227,0.0107025048981376,0.0007367324265294,0
